id|split|domain|label|goal|trace
wb-multi_domain-178-no|train|workbench_multi_domain|no|Check the percent growth of average session duration since Saturday and if was more than engaged users make a backlog task called 'Improve engaged users' for leila on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-25"", time_max=""2023-11-30""); analytics.engaged_users_count(time_min=""2023-11-25"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""leila@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss average session duration"", participant_email=""leila@example.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-178-yes|train|workbench_multi_domain|yes|Check the percent growth of average session duration since Saturday and if was more than engaged users make a backlog task called 'Improve engaged users' for leila on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-25"", time_max=""2023-11-30""); analytics.engaged_users_count(time_min=""2023-11-25"", time_max=""2023-11-30""); company_directory.find_email_address(name=""leila""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""leila.azizi@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss average session duration"", participant_email=""leila.azizi@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-179-no|train|workbench_multi_domain|no|Check the percent growth of average session duration since Friday and if was more than engaged users make a backlog task called 'Improve engaged users' for aisha on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-24"", time_max=""2023-11-30""); analytics.engaged_users_count(time_min=""2023-11-24"", time_max=""2023-11-30""); company_directory.find_email_address(name=""aisha""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss average session duration"", participant_email=""aisha.chen@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-179-yes|train|workbench_multi_domain|yes|Check the percent growth of average session duration since Friday and if was more than engaged users make a backlog task called 'Improve engaged users' for aisha on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-24"", time_max=""2023-11-30""); analytics.engaged_users_count(time_min=""2023-11-24"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""aisha@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query=""Discuss average session duration"", time_min=""2023-12-01"", time_max=""2023-12-01""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""aisha@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""alice@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end"")"
wb-multi_domain-180-no|train|workbench_multi_domain|no|Was engaged users less than 1 at any time since November 6? If so, delete all Raj's leads in the CRM and then send them an email titled 'Reprioritising' saying 'engaged users looks good, so we no longer need you finding new leads'. If not say in the email 'We need you to improve engaged users - TBD.'|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-06"", time_max=""2023-11-30""); customer_relationship_manager.search_customers(assigned_to_email=""raj@example.com"", status=""Lead""); customer_relationship_manager.search_customers(customer_name=""Raj"", status=""Lead"")"
wb-multi_domain-180-yes|train|workbench_multi_domain|yes|Was engaged users less than 1 at any time since November 6? If so, delete all Raj's leads in the CRM and then send them an email titled 'Reprioritising' saying 'engaged users looks good, so we no longer need you finding new leads'. If not say in the email 'We need you to improve engaged users - TBD.'|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-06"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Raj""); email.send_email(recipient=""raj.patel@atlas.com"", subject=""Reprioritising"", body=""We need you to improve engaged users - TBD."")"
wb-multi_domain-190-no|dev|workbench_multi_domain|no|Was engaged users more than 5 at any time since September 4? If so, add a task to the backlog called 'Improve engaged users' for anaya on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss engaged users' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-04"", time_max=""2023-11-30""); company_directory.find_email_address(name=""anaya""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""anaya.patel@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query="""", time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""anaya.patel@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""anaya.patel@atlas.com"", event_start=""2023-12-01 09:30:00"", duration=""30"")"
wb-multi_domain-190-yes|dev|workbench_multi_domain|yes|Was engaged users more than 5 at any time since September 4? If so, add a task to the backlog called 'Improve engaged users' for anaya on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss engaged users' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-04"", time_max=""2023-11-30""); company_directory.find_email_address(name=""anaya""); calendar.search_events(time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""anaya.patel@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""anaya.patel@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-191-no|dev|workbench_multi_domain|no|If engaged users was less than 1 at any time since September 26 make a backlog task 'Improve engaged users' for chenwei on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss engaged users' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-26"", time_max=""2023-11-30""); company_directory.find_email_address(name=""chenwei""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""chenwei.zhang@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query="""", time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 09:30:00"", duration=""30"")"
wb-multi_domain-191-yes|dev|workbench_multi_domain|yes|If engaged users was less than 1 at any time since September 26 make a backlog task 'Improve engaged users' for chenwei on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss engaged users' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-26"", time_max=""2023-11-30""); company_directory.find_email_address(name=""chenwei""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""chenwei.zhang@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-192-no|dev|workbench_multi_domain|no|Was average session duration more than 2 at any time since October 28? If so, add a task to the backlog called 'Improve average session duration' for kofi on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss average session duration' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!''|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-10-28"", time_max=""2023-11-30""); company_directory.find_email_address(name=""kofi""); project_management.create_task(task_name=""Improve average session duration"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query="""", time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); calendar.create_event(event_name=""Discuss average session duration"", event_start=""2023-12-01 15:00:00"", duration=""30"")"
wb-multi_domain-192-yes|dev|workbench_multi_domain|yes|Was average session duration more than 2 at any time since October 28? If so, add a task to the backlog called 'Improve average session duration' for kofi on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss average session duration' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!''|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-10-28"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Kofi""); project_management.create_task(task_name=""Improve average session duration"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss average session duration"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-193-no|dev|workbench_multi_domain|no|Was total visits more than 21 at any time since September 14? If so, add a task to the backlog called 'Improve total visits' for aisha on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss total visits' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-14"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""aisha@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""user@example.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-193-yes|dev|workbench_multi_domain|yes|Was total visits more than 21 at any time since September 14? If so, add a task to the backlog called 'Improve total visits' for aisha on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss total visits' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-14"", time_max=""2023-11-30""); company_directory.find_email_address(name=""aisha""); email.send_email(body=""I noticed total visits has been stable, nice work!"", subject=""Recent total visits"", recipient=""aisha.chen@atlas.com"")"
wb-multi_domain-194-no|dev|workbench_multi_domain|no|Was engaged users more than 1 at any time since November 1? If so, add a task to the backlog called 'Improve engaged users' for yuki on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss engaged users' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-01"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""yuki@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""us@example.com"", event_start=""2023-12-01 09:00:00"", duration=""30""); company_directory.find_email_address(name=""yuki""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""yuki.tanaka@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); email.send_email(recipient=""yuki.tanaka@atlas.com"", subject=""Recent engaged users"", body=""I noticed engaged users has been stable, nice work!"")"
wb-multi_domain-194-yes|dev|workbench_multi_domain|yes|Was engaged users more than 1 at any time since November 1? If so, add a task to the backlog called 'Improve engaged users' for yuki on the front-end board with a deadline of next Friday and schedule a half hour meeting called 'Discuss engaged users' for us at the earliest time I'm free tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-01"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Yuki""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""yuki.tanaka@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""yuki.tanaka@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-195-no|dev|workbench_multi_domain|no|can you check if total visits was less than 10 at any time since October 8? If so, make a task 'Improve total visits' for luis on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-08""); company_directory.find_email_address(name=""luis""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""luis.ortiz@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", event_start=""2023-11-30 09:00:00"", duration=""30""); calendar.create_event(event_name=""Discuss total visits"", event_start=""2023-11-30 09:00:00"", duration=""30"")"
wb-multi_domain-195-yes|dev|workbench_multi_domain|yes|can you check if total visits was less than 10 at any time since October 8? If so, make a task 'Improve total visits' for luis on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-08"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Luis""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""luis.ortiz@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""luis.ortiz@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-196-no|dev|workbench_multi_domain|no|can you check if engaged users was less than 1 at any time since September 26? If so, make a task 'Improve engaged users' for dmitri on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss engaged users' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-26"", time_max=""2023-11-30""); company_directory.find_email_address(name=""dmitri""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""dmitri.ivanov@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""dmitri.ivanov@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-196-yes|dev|workbench_multi_domain|yes|can you check if engaged users was less than 1 at any time since September 26? If so, make a task 'Improve engaged users' for dmitri on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss engaged users' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!''|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-26"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Dmitri""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""dmitri.ivanov@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query="""", time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); calendar.search_events(query="""", time_min=""2023-12-01 15:00:00"", time_max=""2023-12-01 18:00:00""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""dmitri.ivanov@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-197-no|dev|workbench_multi_domain|no|can you check if total visits was less than 10 at any time since November 17? If so, make a task 'Improve total visits' for amir on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-17"", time_max=""2023-11-29""); company_directory.find_email_address(name=""amir""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""amir.ali@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""amir.ali@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-197-yes|dev|workbench_multi_domain|yes|can you check if total visits was less than 10 at any time since November 17? If so, make a task 'Improve total visits' for amir on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_max=""2023-11-30"", time_min=""2023-11-17""); company_directory.find_email_address(name=""Amir""); project_management.create_task(task_name=""Improve total visits"", list_name=""Backlog"", due_date=""2023-12-08"", assigned_to_email=""amir.ali@atlas.com"", board=""Front end""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""amir.ali@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-198-no|dev|workbench_multi_domain|no|can you check if total visits was more than 10 at any time since November 2? If so, make a task 'Improve total visits' for olga on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-02"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Olga""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""olga.petrova@atlas.com"", list_name=""Backlog"", due_date=""2023-12-01"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""olga.petrova@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-198-yes|dev|workbench_multi_domain|yes|can you check if total visits was more than 10 at any time since November 2? If so, make a task 'Improve total visits' for olga on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss total visits' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!''|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-02"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Olga""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""olga.petrova@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""olga.petrova@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-199-no|dev|workbench_multi_domain|no|can you check if average session duration was less than 2 at any time since September 4? If so, make a task 'Improve average session duration' for aisha on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss average session duration' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!''|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-09-04"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve average session duration"", assigned_to_email=""aisha@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss average session duration"", participant_email=""my_email@example.com"", event_start=""2023-12-01 09:00:00"", duration=""30""); email.send_email(recipient=""aisha@example.com"", subject=""Recent average session duration"", body=""I noticed average session duration has been stable, nice work!"")"
wb-multi_domain-199-yes|dev|workbench_multi_domain|yes|can you check if average session duration was less than 2 at any time since September 4? If so, make a task 'Improve average session duration' for aisha on the front-end backlog that's due next Friday and schedule a half-hour meeting called 'Discuss average session duration' for us at the first time I can do tomorrow otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!''|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-09-04"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Aisha""); email.send_email(body=""I noticed average session duration has been stable, nice work!"", subject=""Recent average session duration"", recipient=""aisha.chen@atlas.com"")"
wb-multi_domain-200-no|train|workbench_multi_domain|no|If total visits was more than 10 at any time since October 1 make a backlog task called 'Improve total visits' for fatima on the front-end board with a deadline of next Friday and book a half-hour meeting for us called 'Discuss total visits' at the earliest time I'm free tomorrow. otherwise send them an email titled 'New leads for you' saying 'total visits looks good, so there are new leads for you' and then give them all Nadia's leads in the CRM|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-01"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Fatima""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""fatima@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(query="""", time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""fatima.khan@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""fatima.khan@atlas.com"", event_start=""2023-12-01 11:00:00"", duration=""30"")"
wb-multi_domain-200-yes|train|workbench_multi_domain|yes|If total visits was more than 10 at any time since October 1 make a backlog task called 'Improve total visits' for fatima on the front-end board with a deadline of next Friday and book a half-hour meeting for us called 'Discuss total visits' at the earliest time I'm free tomorrow. otherwise send them an email titled 'New leads for you' saying 'total visits looks good, so there are new leads for you' and then give them all Nadia's leads in the CRM|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-01"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Fatima""); company_directory.find_email_address(name=""Nadia""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""fatima.khan@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""fatima.khan@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-201-no|train|workbench_multi_domain|no|If total visits was more than 3 at any time since September 18 make a backlog task called 'Improve total visits' for kofi on the front-end board with a deadline of next Friday and book a half-hour meeting for us called 'Discuss total visits' at the earliest time I'm free tomorrow. otherwise send them an email titled 'New leads for you' saying 'total visits looks good, so there are new leads for you' and then give them all Sofia's leads in the CRM|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-18"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""kofi@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59"", query=""me""); company_directory.find_email_address(name=""Kofi""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 10:00:00"", duration=""30"")"
wb-multi_domain-201-yes|train|workbench_multi_domain|yes|If total visits was more than 3 at any time since September 18 make a backlog task called 'Improve total visits' for kofi on the front-end board with a deadline of next Friday and book a half-hour meeting for us called 'Discuss total visits' at the earliest time I'm free tomorrow. otherwise send them an email titled 'New leads for you' saying 'total visits looks good, so there are new leads for you' and then give them all Sofia's leads in the CRM|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-18"", time_max=""2023-11-30""); company_directory.find_email_address(name=""kofi""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-205-no|train|workbench_multi_domain|no|Was engaged users less than 5 at any time since September 10? If so, make a backlog task called 'Improve engaged users' for kofi on the front-end board with a deadline of next Friday and book a 30 minute meeting for us called 'Discuss engaged users' at the earliest time I'm free tomorrow. otherwise send them an email and title it 'New leads for you' saying 'engaged users looks good, so there are new leads for you' and then give them all Raj's leads in the CRM|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-10"", time_max=""2023-11-30""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""kofi@example.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); company_directory.find_email_address(name=""kofi""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-205-yes|train|workbench_multi_domain|yes|Was engaged users less than 5 at any time since September 10? If so, make a backlog task called 'Improve engaged users' for kofi on the front-end board with a deadline of next Friday and book a 30 minute meeting for us called 'Discuss engaged users' at the earliest time I'm free tomorrow. otherwise send them an email and title it 'New leads for you' saying 'engaged users looks good, so there are new leads for you' and then give them all Raj's leads in the CRM|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-10"", time_max=""2023-11-30""); company_directory.find_email_address(name=""Kofi""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); project_management.create_task(task_name=""Improve engaged users"", assigned_to_email=""kofi.mensah@atlas.com"", list_name=""Backlog"", due_date=""2023-12-08"", board=""Front end""); calendar.create_event(event_name=""Discuss engaged users"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
wb-multi_domain-207-no|train|workbench_multi_domain|no|Was total visits less than 10 at any time since September 20? If so, make a backlog task called 'Improve total visits' for aisha on the front-end board with a deadline of next Friday and book a 30 minute meeting for us called 'Discuss total visits' at the earliest time I'm free tomorrow. otherwise send them an email and title it 'New leads for you' saying 'total visits looks good, so there are new leads for you' and then give them all Akira's leads in the CRM|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-20"", time_max=""2023-11-30""); company_directory.find_email_address(name=""aisha""); project_management.create_task(task_name=""Improve total visits"", assigned_to_email=""aisha.chen@atlas.com"", list_name=""Backlog"", due_date=""2023-12-01"", board=""Front end""); calendar.search_events(time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); calendar.create_event(event_name=""Discuss total visits"", participant_email=""aisha.chen@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
